name,lat,lon,type,id,amenity,shop,tourism
"Veganarsist Kızılay","39.921915","32.860385","node","12089037405","cafe","",""
"Saat","39.9681105","32.6253512","node","12121924080","","","artwork"
"Toros Dondurma","39.9826417","32.7647517","node","12122234871","cafe","",""
"Bindiyar Unlu Mamüller","39.9751941","32.7870553","node","12126674301","","bakery",""
"McDonald's","39.9814525","32.8224997","node","12150239814","fast_food","",""
"Eray Pide Kebap Salonu","39.9764138","32.8275227","node","12150239825","restaurant","",""
"Evla Kebap","39.970941","32.8343512","node","12150794298","fast_food","",""
"Hisli Doner","39.9486019","32.8412739","node","12150945694","fast_food","",""
"Mustafa Beşler Közde Piliç","39.9729671","32.754106","node","12162401429","restaurant","",""
"Vatan Fırın","39.9786845","32.7374833","node","12162609161","cafe","bakery",""
"Somuncu Dede","39.9870919","32.7426073","node","12162609166","cafe","bakery",""
"Ömer Aybak Adıyaman Çiğköftecisi","39.9659751","32.7932645","node","12170382001","fast_food","",""
"Mackbear Coffee","39.9702683","32.7864665","node","12170388501","cafe","",""
"McDonald's","39.8775728","32.8635594","node","12175129401","fast_food","",""
"Meşhur Yılmaz Burmalı Kadayıf","39.8746525","32.8626223","node","12175137101","","confectionery",""
"Coffee Bus","39.8992499","32.8680499","node","12179983348","cafe","",""
"Hamlakit Karadeniz Yemekleri","39.798985","32.8051575","node","12212011204","restaurant","",""
"Bilkent Sokak Lezzetleri","39.9065823","32.7640583","node","12222481701","fast_food","",""
"Papa John's","39.9692829","32.7289955","node","12238756535","fast_food","",""
"Domino's Pizza Beytepe","39.8500438","32.7061368","node","12254801750","fast_food","",""
"Anadolu Ev Yemekleri","39.8753995","32.6745524","node","12258729368","restaurant","",""
"Antep Sofrası","39.8756774","32.6743502","node","12258729375","restaurant","",""
"Melis","39.9003395","32.8535757","node","12265877306","","pastry",""
"Nimet Fırın","39.9011647","32.8535006","node","12265877308","","bakery",""
"Cicala Ristorante","39.8709104","32.7047392","node","12271185542","restaurant","",""
"Hypatia Kütüphane Kafe","39.9179956","32.8591163","node","12282012601","cafe","",""
"Ankara Gece Dönercisi","39.8871481","32.6998124","node","12285983301","restaurant","",""
"Meşhur Gülçimen Aspava","39.9728782","32.6568701","node","12310208388","restaurant","",""
"hmbgr","39.8990837","32.8625747","node","12318364724","fast_food","",""
"Kocatepe","39.9025461","32.8609269","node","12318364725","cafe","",""
"Risus Wedding","39.7999665","32.6962407","node","12319329232","restaurant","",""
"Nüve Park Restoran","39.798891","32.6954336","node","12319349241","restaurant","",""
"Simit Poğaça Evi","40.163585","31.9319363","node","12339211710","","bakery",""
"Kaya Yemek Döner Kebap Salonu","39.9660172","32.7836194","node","12358367582","fast_food","",""
"Zeyrekoğlu Baklava","39.9659667","32.7836013","node","12358446801","","pastry",""
"Mavi Tuna","39.9663515","32.8667276","node","12358888801","cafe","",""
"Mozaic","39.9661994","32.8659174","node","12358888802","cafe","",""
"% Arabica","39.9148558","32.8559554","node","12358888902","cafe","",""
"Gazı Fırın","39.9623957","32.702","node","12361952216","","bakery",""
"Toros Dondurma","39.967241","32.7836666","node","12362003727","ice_cream","",""
"Dürümle","39.969148","32.7846083","node","12365057496","fast_food","",""
"Komagene","39.9685927","32.7842834","node","12365086175","fast_food","",""
"Urcan Cafe & Börek & Pide","39.9689894","32.7848746","node","12365097674","fast_food","",""
"Halil İbrahim Sofrası","39.9684751","32.7845892","node","12365101158","restaurant","",""
"Elif Pastanesi","39.9695814","32.7851843","node","12365101159","","pastry",""
"Yağmur Lokantası","39.9697219","32.7849033","node","12365101160","restaurant","",""
"Hot Döner","39.9685585","32.7842572","node","12365113348","fast_food","",""
"Doğuş Pasta Salonu","39.968423","32.7845687","node","12365115531","","pastry",""
"Pan Çiğköfte","39.9681521","32.7840658","node","12365117236","fast_food","",""
"Başak Kır Pidesi","39.9686336","32.7843092","node","12365117237","fast_food","",""
"Cafe 12","39.9685285","32.7842442","node","12365117913","cafe","",""
"Burhan Usta Burma Kadayıfçısı","39.9663294","32.7825488","node","12365118723","","pastry",""
"Döner Ay","39.9699191","32.7850005","node","12365120506","fast_food","",""
"Köfteci Yusuf","39.9882921","32.8202374","node","12369353201","restaurant","",""
"Catalyst Coffee and Hub","39.8840825","32.8550623","node","12369448213","cafe","",""
"Elif Pastanesi","39.9647193","32.5877261","node","12370125067","","pastry",""
"Burger King","39.9047056","32.8603569","node","12390208282","fast_food","",""
"Coffee Project","39.9048606","32.8603949","node","12390208283","cafe","",""
"% Arabica","39.9070912","32.8602278","node","12390208289","cafe","",""
"bosco","39.8989497","32.8626401","node","12402616196","cafe","",""
"Kahve Dünyası","39.8988525","32.8626763","node","12402616197","cafe","",""
"the stock","39.8990217","32.8638091","node","12402616199","cafe","",""
"Divan Brasserie","39.8977265","32.8636131","node","12402630104","restaurant","",""
"Atatürk Heykeli","39.9481697","32.8320814","node","12406548883","","","artwork"
"Atatürk Heykeli","40.1867234","31.3521116","node","12427513856","","","artwork"
"At heykeli","40.1858441","31.3506043","node","12427715508","","","artwork"
"At heykeli","40.1858683","31.3506448","node","12427715509","","","artwork"
"Saat Kulesi","40.1887933","31.3503632","node","12427754541","","","attraction"
"Gadasını Aldığım Mantı","39.924797","32.8245541","node","12434089270","restaurant","",""
"Yelken Balık","39.8976065","32.8694371","node","12435281567","restaurant","",""
"Atatürk Heykeli","40.0129303","31.8300822","node","12435309705","","","artwork"
"Bunn","39.8684001","32.7317241","node","12445939345","cafe","",""
"Coffy BAM","39.8685353","32.732298","node","12445939346","cafe","",""
"Halk Ekmek Büfe","39.8816604","32.8356839","node","12450221147","","bakery",""
"Petek Pastaneleri","40.184636","31.3487463","node","12451209045","","pastry",""
"Adıyaman Çiğköftecisi","39.963298","32.7906781","node","12473714301","fast_food","",""
"Fırın 312","39.9620241","32.7914097","node","12473728601","","bakery",""
"Halk Ekmek","39.792334","32.8490262","node","12484658811","","bakery",""
"Ankara Çiğköftecisi","39.9237619","32.9048899","node","12486789169","fast_food","",""
"Dayı'nın Yeri Çayyolu","39.8636736","32.6833901","node","12500667180","restaurant","",""
"Kız Kıza Meyhane","39.8676324","32.8576718","node","12503895014","nightclub","",""
"Rasgele Ankara","39.8676496","32.8576627","node","12503933738","nightclub","",""
"Colombia Coffee Batıkent","39.9684906","32.7170715","node","12505378988","cafe","",""
"Coffee 1919 Kocatepe Batıkent","39.9676361","32.7181969","node","12505419726","cafe","",""
"Coffee Lab","39.9169006","32.8557243","node","12505456306","cafe","coffee",""
"Cici Piknik","39.9198647","32.8510017","node","12508910267","restaurant","",""
"Eltiler Pide Kebap","39.9137843","32.8642422","node","12529465874","restaurant","",""
"Sun's Fury Coffee","39.8918175","32.8546975","node","12538897667","cafe","",""
"EtManyak Burger & Sosis","39.8965042","32.8561178","node","12539023878","restaurant","",""
"Bagel-i Manyak","39.8965113","32.8574646","node","12539033009","fast_food","",""
"Mirket Kitap & Plak & Atölye","39.8936284","32.8578566","node","12539191138","cafe","",""
"Boston Drink & Dessert","39.8919374","32.9306538","node","12541534006","cafe","",""
"Coffee LAB Bahçeli 71","39.9212036","32.8273697","node","12556376893","cafe","",""
"Tabu Cafe","39.9222374","32.8264313","node","12556377168","cafe","",""
"Coffee LAB Bahçeli 72","39.9202347","32.8276558","node","12556392652","cafe","",""
"Yaprak Dönercisi Bahçelievler","39.9208031","32.8264275","node","12556396875","fast_food","",""
"Taşfırın Pidem Batıkent","39.9632662","32.7354369","node","12564858345","restaurant","",""
"Damak Unlu Mamülleri","39.7885372","32.8363565","node","12587984607","","bakery",""
"Misbaşak","39.7883729","32.8357385","node","12587984610","cafe","",""
"Alyans Garden","39.7881942","32.8358469","node","12587984618","cafe","",""
"Zest Coffee","39.8971738","32.8613878","node","12592645385","cafe","",""
"Halk Ekmek","39.7908702","32.8434465","node","12598628088","","bakery",""
"Central","39.8703092","32.7466241","node","12623142205","restaurant","",""
"The York Pub and Bar","39.9231474","32.8284993","node","12625838424","pub","",""
"Fanus Komünite Kafe","39.9207812","32.8404557","node","12625876731","cafe","",""
"Amelie's Garden Street Bar","39.9004265","32.8576411","node","12630068511","bar","",""
"Fado","39.9005475","32.8576815","node","12630068512","pub","",""
"Sensiz Olmaz Meyhane","39.9008698","32.8571516","node","12630068513","bar","",""
"Terradan","39.9013475","32.8575301","node","12630068514","pub","",""
"Tenedos","39.9001463","32.8572941","node","12630068516","pub","",""
"Starbucks","39.8667461","32.7492984","node","12630312902","cafe","",""
"Küçük İtaylya","39.9041017","32.8602872","node","12638665613","restaurant","",""
"Sütlüce Kadayıf Etimesgut","39.9376333","32.6402141","node","12639506580","cafe","",""
"Hakiki Gümüşhane Ana Ekmeği","39.968476","32.7848958","node","12640345021","","bakery",""
"Fırın Ankara","39.9682502","32.785458","node","12640391325","","bakery",""
"Hacı İsmailoğlu","39.968397","32.7850133","node","12640392064","","pastry",""
"Saygılar Pide & Kebap Salonu","39.9669789","32.7892339","node","12640711068","restaurant","",""
"Yükseller Şekerleme","39.9678722","32.7865312","node","12640732299","","pastry",""
"Bigeay 2 Malatya Yöresel Ev Yemekleri","39.9675162","32.7875911","node","12640732411","restaurant","",""
"Dürümcü Baba","39.9665215","32.7917098","node","12640733119","fast_food","",""
"Zirve Soğuk Baklava","39.9675329","32.787488","node","12640748247","","pastry",""
"Tost Meclisi","39.9659973","32.7920559","node","12640749210","fast_food","",""
"Halk Ekmek","39.9670587","32.789825","node","12640749561","","bakery",""
"Komagene","39.9675398","32.7874563","node","12640752003","fast_food","",""
"Şimşek Fırın & Cafe","39.9661861","32.7914828","node","12640752005","","bakery",""
"Cadde Gurme","39.9668045","32.790751","node","12640753494","cafe","",""
"Beyzade Urfalı","39.9678216","32.7879521","node","12640755326","restaurant","",""
"PaşaZade Kahve Evi","39.9663095","32.792206","node","12640755904","cafe","",""
"Ankara Pilavcısı","39.9700869","32.7856895","node","12645241616","fast_food","",""
"Oray Fırın","39.9696055","32.78685","node","12645241625","","bakery",""
"Abuzer Usta Çiğköftecisi","39.9688237","32.7852496","node","12645241634","fast_food","",""
"Hacı Baki","39.9686718","32.7856631","node","12645241644","","pastry",""
"Hatay Rıhtım Döner","39.9690919","32.7881777","node","12645241653","fast_food","",""
"Döner Dünyası","39.9693677","32.7875046","node","12645241661","fast_food","",""
"Beybaba Kokoreç","39.970003","32.7858561","node","12645241662","fast_food","",""
"Demirel Kıraathanesi","39.9680966","32.785899","node","12645241676","cafe","",""
"Hamsilos Balık Pişirme Evi","39.9700306","32.7858049","node","12645241686","fast_food","",""
"Simit Dünyası","39.9696365","32.7860896","node","12645241695","","bakery",""
"Çağlayan Börek ve Kır Pidesi","39.9687172","32.7882129","node","12645241696","fast_food","",""
"Çalı Kafe","39.9702354","32.7861558","node","12645248605","cafe","",""
"Avcıoğlu Fırın","39.9684913","32.788692","node","12651679920","","bakery",""
"Bi Demet Lezzet","39.9683114","32.7891622","node","12651679933","fast_food","",""
"Star Broo","39.9678658","32.7903126","node","12651679943","fast_food","",""
"Öncü Soslu Dürüm","39.9685184","32.7894514","node","12651679962","fast_food","",""
"Efe Piknik","39.9687608","32.7855957","node","12651728643","fast_food","",""
"T.C. Tosthane","39.9689356","32.7857747","node","12651728646","fast_food","",""
"Şahin Çay & Gözleme Evi","39.9690524","32.7857217","node","12651728649","fast_food","",""
"Bi Dem’lik Cafe","39.7918868","32.8407235","node","12657145475","cafe","",""
"Gözle Mekan Gözleme Evi","39.7918462","32.8407675","node","12657145476","restaurant","",""
"Dayı'nın Yeri","39.8923173","32.825408","node","12672592439","restaurant","",""
"Irmak Pastanesi","39.9531818","32.5972986","node","12688585401","","pastry",""
"Irmak Pastanesi","39.9531612","32.59732","node","12688585402","","pastry",""
"Güllüoğlu","39.8977937","32.8174542","node","12705642502","","bakery",""
"Yemişçi Kuruyemiş","39.8953456","32.8172502","node","12705679601","","confectionery",""
"Yıldız Aspava","39.8959479","32.8175434","node","12705748601","restaurant","",""
"Misbaşak","39.8884706","32.7981197","node","12705772801","","bakery",""
"Komagene","39.9350492","32.8436295","node","12705970441","fast_food","",""
"Baydöner","39.9352203","32.8421382","node","12705970442","fast_food","",""
"Ata plaza","39.8961691","32.8169595","node","12706474702","","bakery",""
"Look Burger","39.8947133","32.8170661","node","12707738001","restaurant","",""
"Fırıncı Orhan","39.8962604","32.8175697","node","12708023201","","bakery",""
"Komagene","39.9634417","32.7356025","node","12708719983","fast_food","",""
"Cajun Corner","39.963462","32.7350206","node","12708719984","fast_food","",""
"Pan Çiğ Köfte","39.9633877","32.7350591","node","12708719985","fast_food","",""
"Komagene","39.9652421","32.7293982","node","12708719986","fast_food","",""
"Cafe P22","39.8852269","32.8492055","node","12709710801","cafe","",""
"Umser Group","40.0006951","32.8784438","node","12723053585","fast_food","",""
"Mahzen Çiğköfte","39.9653662","32.7830682","node","12730739403","fast_food","",""
"MÇ Besicilik","40.2532361","32.8037594","node","12738608329","restaurant","",""
"Dürümle","39.9243244","32.8255154","node","12741124494","fast_food","",""
"Coffee de Madrid","39.9245463","32.8254947","node","12741125780","cafe","",""
"Coa & Co","39.9676305","32.787173","node","12741588801","cafe","",""
"Coffee de Madrid Aydınlıkevler","39.9627145","32.8745081","node","12742499031","cafe","",""
"Coffee de Madrid Metromall","39.9825767","32.6098926","node","12742519450","cafe","",""
"Coffee de Madrid Kalaba","39.9783095","32.8706192","node","12742734501","cafe","",""
"Vinni the Vegan Witch","39.9014278","32.8550373","node","12745105000","cafe","",""
"Bolca Döner","39.9971979","32.7455312","node","12745991118","fast_food","",""
"Coffee Manja","39.9919236","32.7465906","node","12745991120","cafe","",""
"Bize Ciğer","39.9917743","32.7461837","node","12745991123","restaurant","",""
"Selçuklu Tulumbacısı","39.9915181","32.7453223","node","12745991131","restaurant","",""
"Faruk Güllüoğlu","39.9914537","32.7450923","node","12745991132","","pastry",""
"Itrizade","39.9895206","32.7408961","node","12745991137","restaurant","",""
"İvedi Döner","39.9899875","32.7403142","node","12745991139","restaurant","",""
"Dönerci Ömer","39.989945","32.7401173","node","12745991142","restaurant","",""
"Kanatçı Barbar","39.9899265","32.7400301","node","12745991143","restaurant","",""
"Yaprak Döner","39.9899059","32.7399517","node","12745991144","fast_food","",""
"İvogsan Simitçisi","39.9880321","32.7419061","node","12745991152","cafe","",""
"Batıkent Dürümcüsü","39.9722394","32.7353301","node","12745991201","fast_food","",""
"Sim Dondurmaları","39.9578918","32.7211139","node","12749063859","ice_cream","",""
"Ankara Halk Ekmek","39.9577993","32.7240149","node","12749063894","","bakery",""
"Cafe Caravana","39.9732619","32.739153","node","12751771249","cafe","",""
"Bob","39.8783122","32.8811234","node","12751868609","cafe","",""
"Nico La Pizza","39.9078902","32.8612227","node","12759651880","fast_food","",""
"Stella Simit Coffee","39.9692418","32.7839864","node","12776337097","cafe","",""
"Marrakesh Garden Etlik","39.9712178","32.8381797","node","12777038787","cafe","",""
"Halk Ekmek","39.9578942","32.7349253","node","12777133687","","bakery",""
"caffelab","39.8943718","32.7037612","node","12783533462","cafe","",""
"cups","39.8953474","32.7049467","node","12783536476","cafe","",""
"BelPa Cofee","39.9642505","32.7108646","node","12786374726","cafe","",""
"Maya Dürüm & Lahmacun","39.9608565","32.7095321","node","12786386079","restaurant","",""
"Usul-ü Hatay","39.9610149","32.7093373","node","12786389701","restaurant","",""
"Starbucks","39.8981073","32.8656077","node","12794610071","cafe","",""
"Bizim Değirmen","39.8828133","32.8393032","node","12799746332","restaurant","",""
"Meşhur Ankara Simitçisi","39.8968281","32.8581313","node","12801775003","","pastry",""
"Belkıs'ın Mutfağı","39.8967036","32.8580895","node","12801782090","restaurant","",""
"Taze Türk Mutfağı","39.8967714","32.8581146","node","12801795543","restaurant","",""
"Ankara Simitçisi","39.923513","32.8667744","node","12804013037","","bakery",""
"Majestica Coffee & Chocolate","39.9662587","32.643159","node","12815111691","cafe","",""
"Ankara Gece Dönercisi","39.9662099","32.6432341","node","12815126191","fast_food","",""
"Kokoreççi Umut","39.9663164","32.6430681","node","12815135261","fast_food","",""
"Göksun Fırın","40.0061476","32.6490691","node","12818631182","","bakery",""
"Tat Dondurma Coffee & Waffle","39.9673704","32.6552463","node","12820897850","ice_cream","",""
"Yan Taraf Lounge","39.9673809","32.6553307","node","12820903642","restaurant","",""
"Ekleristan","39.9673965","32.6554558","node","12820903766","","confectionery",""
"Gece Dönercisi","39.967423","32.6556693","node","12820915938","fast_food","",""
"IF Sokak - Söğütözü","39.9135015","32.8084706","node","12833393201","bar","",""
"Dab Cafe","39.9437349","32.8531822","node","12839666919","cafe","",""
"Simit Teknesi","39.8983044","32.7592057","node","12841672698","","bakery",""
"Starbucks","39.8998499","32.7594876","node","12841676621","cafe","",""
"Simit Dünyası","39.8999198","32.759585","node","12841677199","","bakery",""
"Deniz Cafe","39.898369","32.7592883","node","12841681401","restaurant","",""
"Señorita Chocolate & Coffee","39.990319","32.643954","node","12844457766","cafe","",""
"Pidem","39.9901538","32.6438834","node","12844534959","fast_food","",""
"Kaymaklava","39.9900954","32.6438584","node","12844539113","","pastry",""
"Öncü","39.9902495","32.6439243","node","12844540522","fast_food","",""
"Terra Pizza","39.9905458","32.644051","node","12844544101","fast_food","",""
"Todo Croissant & Coffee","39.8840676","32.8549536","node","12851035533","","pastry",""
"Le Porte","39.8844015","32.8547728","node","12851080201","bar","",""
"B'Stop","39.8844517","32.8548267","node","12851080202","pub","",""
"Enver Simit Sarayı","39.884865","32.8546143","node","12851080207","","bakery",""
"Çankaya Lokantası","39.8849196","32.854666","node","12851080208","restaurant","",""
"Persona","39.8847683","32.8550026","node","12851080212","nightclub","",""
"Tuğba","39.9080678","32.8710192","node","12853462808","","bakery",""
"Tuğba Ekmek ve Pasta Fırını","39.9100837","32.8803521","node","12853462809","","bakery",""
"Ata Döner","39.9711157","32.6528853","node","12863465912","restaurant","",""
"Metro Express","39.9807224","32.6487041","node","12863474960","fast_food","",""
"Maraşlı Çorbacı","39.991569","32.6331764","node","12865691966","restaurant","",""
"Coffee de Madrid Mamak","39.8912977","32.9350629","node","12870747456","cafe","",""
"Çosa","39.9904852","32.6440251","node","12879296387","fast_food","",""
"Muazzam","39.990402","32.6439895","node","12879421866","restaurant","",""
"Meşhur Polatlı Çorba ve Sakatat","39.5738255","32.1287311","node","12886158401","restaurant","",""
"Öncü Döner","39.9543599","32.6133993","node","12887086410","fast_food","",""
"Coffy","39.9537737","32.6136414","node","12887104111","cafe","",""
"Colombia Coffee","39.9544507","32.6134444","node","12887110336","cafe","",""
"Burger King","39.95422","32.6133166","node","12887116320","fast_food","",""
"Sun Brothers Pizza","39.8570252","32.7556942","node","12887526698","fast_food","",""
"alamania","39.9115968","32.8587321","node","12899966901","restaurant","",""
"Kuzey Pide","39.9683778","32.6568315","node","12900462501","restaurant","",""
"Komagene","39.9926544","32.6399033","node","12915141648","fast_food","",""
"Ring Music Studio & Living Room","39.8996451","32.8588092","node","12918324553","cafe","",""
"A4 Kahve","39.9027309","32.8595167","node","12918355434","cafe","",""
"Soli Kruvasan","39.8951797","32.8785934","node","12919074425","cafe","",""
"Shelby Coffee & Bakery","39.8971622","32.7992513","node","12919075597","cafe","",""
"Extra Time Coffee","39.8744659","32.859623","node","12921135566","cafe","",""
"Vitalen Cafe & Kahvaltı","39.9359169","32.8717461","node","12921146472","restaurant","",""
"Tetra N Roastery","39.8955992","32.7968333","node","12921944762","cafe","",""
"Pangea Coffee House","39.8967018","32.8550453","node","12923115224","cafe","",""
"Caffe Nux","39.897419","32.8554459","node","12923117600","cafe","",""
"Oranlı Fırın","39.9339827","32.8723028","node","12923131841","","bakery",""
"Kalender Zebra","39.8967694","32.8572277","node","12942427410","restaurant","",""
"Dürümle","39.9904467","32.6439554","node","12943901097","fast_food","",""
"Tavuk Dünyası","39.9905253","32.6439971","node","12943934276","fast_food","",""
"Coffee de Madrid Yenikent","39.9959378","32.5255688","node","12953611909","cafe","",""
"Komagene","40.0390053","32.903186","node","12953963635","fast_food","",""
"Karaköy Fırını","39.9644959","32.608945","node","12957827737","","bakery",""
"Lady Drink & Desert","39.9904881","32.6420737","node","12957827738","cafe","",""
"Starbucks","39.9647957","32.6072633","node","12957835799","cafe","",""
"Arabica","39.9650495","32.6073463","node","12957857237","cafe","",""
"Lipa Dondurma","39.9901856","32.641863","node","12957861124","ice_cream","",""
"Tarihi Fırın Unlu Mamüller","39.9733522","32.6088379","node","12957868189","","bakery",""
"SZR Çorba Pide Kebap","39.9663508","32.6366498","node","12957868664","restaurant","",""
"Popeyes","39.9650981","32.6073487","node","12957869550","fast_food","",""
"Kahve Dünyası","39.9656541","32.63249","node","12957869551","cafe","",""
"Maydonoz Döner","39.9640538","32.6061954","node","12957871151","fast_food","",""
"Burger King","39.965158","32.6073728","node","12957871582","fast_food","",""
"Köfteci Yusuf","39.9665798","32.6353658","node","12957872895","restaurant","",""
"Simitçi Dünyası","39.9656951","32.6323017","node","12957873321","","bakery",""
"Komagene","39.9646349","32.6098847","node","12957876409","fast_food","",""
"Atatürk Heykeli","39.9769108","32.6391639","node","12957877626","","","artwork"
"Erdemli Tantuni","39.9274693","32.846625","node","12960033943","restaurant","",""
"Coffy","39.9791813","32.8684111","node","12962364502","cafe","",""
"Coffy","39.8887103","32.8118053","node","12964849291","cafe","",""
"Coffy","39.9645856","32.6084168","node","12972310675","cafe","",""
"Bear Lounge","39.9640118","32.6112057","node","12973259335","cafe","",""
"Arabica","39.9636239","32.606105","node","12973259957","cafe","",""
"Café Prag Coffee & Dessert","39.9653719","32.6075363","node","12973267541","cafe","",""
"Ekleristan","39.9646695","32.608206","node","12973277369","","pastry",""
"Mackbear","39.9646123","32.6081859","node","12973279932","cafe","",""
"Hatayus","39.9645451","32.6085604","node","12973288648","fast_food","",""
"Nook & Cranny","39.9647518","32.6084474","node","12973296253","fast_food","",""
"Marrakesh","39.9667738","32.6366461","node","12973906284","restaurant","",""
"Bülent Börekçilik","39.9671181","32.6357913","node","12973919182","restaurant","",""
"Sucholand","39.9900241","32.6438879","node","12977450838","","confectionery",""
"Mogan Unlu Mamülleri","39.7929835","32.8490716","node","12978607452","","pastry",""
"Komagene","39.7929107","32.8490006","node","12978607453","fast_food","",""
"Etimesgut Belediyesi Halk Ekmek","39.9784664","32.6102176","node","12979008445","","bakery",""
"Damla Pastanesi","39.924853","32.8421121","node","12985062922","cafe","",""
"Kornet Dondurma","39.9537762","32.5969407","node","12998728402","ice_cream","",""
"Atlas Döner","39.9518787","32.5972082","node","12998735501","fast_food","",""
"Ziyafet Çiğköfte","39.9672511","32.5902496","node","12998740301","restaurant","",""
"Keyff Bistro Cafe","40.001359","32.8416152","node","13014888001","cafe","",""
"Ezgim Fırın Cafe","39.9964575","32.8376899","node","13015658801","","bakery",""
"Burger King","39.9222292","32.8562715","node","13019959222","fast_food","",""
"Coffy","39.9225193","32.8557832","node","13020107261","cafe","",""
"Burger King","39.9222292","32.8562715","node","13020127712","fast_food","",""
"Terrace Bar","39.9227795","32.8560304","node","13020129302","bar","",""
"SR Döner","39.922149","32.8558138","node","13020180534","fast_food","",""
"Zafer Piknik","39.9226564","32.8557216","node","13020194062","restaurant","",""
"Ahbapp Bar","39.9227171","32.8560446","node","13020194677","bar","",""
"HD İskender","39.989706","32.6437527","node","13023074443","restaurant","",""
"Los Tios Coffee","39.9804808","32.6487256","node","13023076956","cafe","",""
"Coffee Lab","39.9896921","32.6435632","node","13023082481","cafe","",""
"Colambia Coffee","39.9897217","32.6436068","node","13023089906","cafe","",""
"New Jersey Coffee House","39.989649","32.6438299","node","13023094125","cafe","",""
"Burger King","39.9898132","32.6434444","node","13023094368","fast_food","",""
"Teras Bar","39.9226874","32.8560802","node","13030095142","bar","",""
"Buddy's Cafe","39.9807656","32.6114202","node","13032556814","cafe","",""
"Köroğlu İşkembecisi","39.9837905","32.6106352","node","13032558291","restaurant","",""
"Salkım söğüt kahvaltı mantı ve çiğ börek","39.913345","32.7721319","node","13039094801","restaurant","",""
"Coffee de Madrid Cubes","39.9056973","32.8032485","node","13039202263","cafe","",""
"Ünlü İstanbul Balııkçısı","39.8838848","32.8180047","node","13045263991","restaurant","",""
"Bülent Börekçilik","39.9926303","32.6398291","node","13049186192","restaurant","",""
"Komagene","40.0080667","32.6422102","node","13049228255","fast_food","",""
"Alakart Lokantası","39.9572962","32.6620111","node","13051134515","restaurant","",""
"Makina B Kantini","39.8891603","32.782502","node","13056239180","fast_food","",""
"Makina G Kantini","39.8892103","32.7809311","node","13056239181","fast_food","",""
"Maden Mühendisliği Kantini","39.8859086","32.7802805","node","13056239198","fast_food","",""
"ODTÜ Logosu","39.8938568","32.785396","node","13056244844","","","artwork"
"Hazırlık B Kantin","39.9002859","32.7808806","node","13056244998","fast_food","",""
"Hazırlık E Kantin","39.9005066","32.7799865","node","13056244999","fast_food","",""
"Cajun Corner","39.8549582","32.7342957","node","13056783878","fast_food","",""
"Osman Yazıcı Konukevi Kantini","39.8883122","32.7915334","node","13057959108","cafe","",""
"Faik Hızıroğlu Konukevi Kantini","39.8878507","32.7916137","node","13057959109","cafe","",""
"15. Konukevi Kantini","39.8885788","32.7917146","node","13057959110","cafe","",""
"Karadeniz Pide'm","40.0082169","32.6430875","node","13058680894","restaurant","",""
"MerhaBalık","39.9535081","32.7347195","node","13059147422","restaurant","",""
"19. Yurt Kantini","39.8857182","32.7774093","node","13060895216","fast_food","",""
"Refika Aksoy Kantini","39.8847005","32.7773648","node","13060895217","fast_food","",""
"İsa Demiray Kantini","39.8873145","32.7771122","node","13060895219","fast_food","",""
"Faika Demiray Kantini","39.886531","32.7774385","node","13060895220","fast_food","",""
"Güven","39.9633014","32.872046","node","13069750868","","bakery",""
"Kardeşler","39.9611189","32.8759503","node","13070927552","","bakery",""
"Vefa Köftecisi","39.9693422","32.7465079","node","13071368110","restaurant","",""
"Kaffa Fırın","39.9700953","32.7456166","node","13071370170","","bakery",""
"Fabregas Pursaklar","40.0409451","32.8839785","node","13072175154","fast_food","",""
"Haytham Cafe Ve Bistro","39.8864528","32.9324849","node","13078089951","cafe","",""
"Bülent Börekçilik","39.9742159","32.6596986","node","13089375125","restaurant","",""
"Dayı Kürek Lahmacun","39.9854834","32.657996","node","13089420316","restaurant","",""
"McDonald's","39.9805987","32.6592235","node","13089435857","fast_food","",""
"Abo","39.9356204","32.8893907","node","13092917387","ice_cream","",""
"Harman sofrası","39.9614404","32.8701963","node","13094475025","restaurant","",""
"Starbucks","40.1158515","32.993215","node","13100645443","cafe","",""
"Flags Restoran","40.114936","32.9920682","node","13100645444","restaurant","",""
"Teras Cafe","40.1154057","32.9952323","node","13100645445","fast_food","",""
"Arabica","39.8940953","32.8056676","node","13103594601","cafe","",""
"Route","39.9029288","32.8602154","node","13112065754","pub","",""
"Pizza Il Forno","39.9065722","32.8617395","node","13112065755","restaurant","",""
"Minister Pub","39.9063896","32.8621876","node","13112065756","pub","",""
"ROR","39.9059304","32.8623563","node","13112065757","cafe","",""
"Eathica Eatery","39.9003831","32.8559852","node","13112065760","restaurant","",""
"Coffy","39.9185351","32.82743","node","13121374263","cafe","",""
"Vişi Kafe","39.9193894","32.8273483","node","13121378505","cafe","",""
"Tavuk Dünyası","39.9194647","32.8270316","node","13121381255","fast_food","",""
"Komagene","39.9175941","32.8277262","node","13121381262","fast_food","",""
"McDonald's","39.9210949","32.8263396","node","13121387903","fast_food","",""
"Hosta","39.9223298","32.8172413","node","13121389695","","bakery",""
"Colambia Coffee","39.918739","32.8273543","node","13121390049","cafe","",""
"100 Burger","39.9223477","32.8170635","node","13121418022","fast_food","",""
"Ye-an pide","39.5776372","32.1474766","node","13123275438","restaurant","",""
"Firik Antakya Künefe","39.9211119","32.8509507","node","13123324501","fast_food","",""
