name,lat,lon,type,id,amenity,shop,tourism
"Cumhuriyet Fırını","39.9575254","32.7004355","node","29474203","restaurant","bakery",""
"Konyalı Kebap","39.9038863","32.8137266","node","60166115","restaurant","",""
"Quick China","39.8715794","32.6820882","node","60580757","restaurant","",""
"İncek Sofrası","39.8113785","32.7101463","node","60580767","restaurant","",""
"Karacaoğlu","39.8132025","32.7127677","node","60580768","restaurant","",""
"Mantar","39.8791119","32.8608287","node","60580779","restaurant","",""
"Hill Fırın","39.8847896","32.8522128","node","60580784","","bakery",""
"Beykoz","39.884752","32.8534031","node","60581036","restaurant","",""
"Çorbacı Hasan Usta","39.8852694","32.8545145","node","60581240","restaurant","technology",""
"Tadım Pizza","39.8947605","32.8499683","node","60582717","fast_food","",""
"Saklıbahçe","39.9148117","32.8044537","node","60582754","restaurant","",""
"Quick China","39.8959322","32.8780299","node","60582768","restaurant","",""
"Liva","39.9318643","32.8255812","node","62673818","","pastry",""
"Mado","39.9027817","32.860248","node","62673925","cafe","patisserie",""
"Liman Restoran","39.8929116","32.8560433","node","62674002","restaurant","",""
"C'ViZ","39.8915594","32.8711121","node","62674094","cafe","",""
"Akalın","39.7939743","32.7938475","node","75291604","restaurant","",""
"Beykoz","39.7915947","32.7943692","node","75291610","restaurant","",""
"Schnitzel","39.902","32.8634237","node","75324333","restaurant","",""
"Yıldız Aspava","39.9064547","32.8666234","node","75324389","restaurant","",""
"Uludağ Döner","39.8953734","32.8664112","node","75343319","restaurant","",""
"Gar Lokantası","39.8975795","32.8716825","node","75343386","restaurant","",""
"Chocolatier d'Orient","39.8938389","32.8767339","node","75343404","","pastry",""
"Crossroads Pub","39.8840651","32.8545922","node","75343439","pub","",""
"Karadeniz Kıyak Balıkçısı","39.8734855","32.8659259","node","75343511","restaurant","",""
"Domino's","39.893552","32.8763696","node","83559452","fast_food","",""
"Göksu Restoran","39.9216819","32.8570773","node","93807632","restaurant","",""
"Cafe des Cafes","39.9066216","32.8612044","node","93807636","cafe","",""
"Halk Ekmek","39.9226673","32.870808","node","93980558","","bakery",""
"Halk Ekmek","39.919056","32.8760354","node","93980564","","bakery",""
"Halk Ekmek","39.9108891","32.8786157","node","93980569","","bakery",""
"Cumhuriyet Fırını","39.910682","32.8828802","node","93980577","","bakery",""
"Halk Ekmek","39.9122559","32.8705691","node","93980619","","bakery",""
"Mado","39.8964973","32.7045638","node","93996232","cafe","",""
"Çıtır Simit","39.8963944","32.7045148","node","93996234","","bakery",""
"Samsun Pide Evi","39.9092841","32.8609497","node","93996237","restaurant","",""
"Trilye Restoran","39.8940454","32.8718349","node","112585692","restaurant","",""
"Acıktım","39.8851776","32.8557927","node","112607131","fast_food","",""
"Lal Cafe","39.8978381","32.7057047","node","112648294","cafe","",""
"Liva","39.8968768","32.7048764","node","112648429","cafe","",""
"Balıkçıköy","39.8967995","32.7048309","node","112648435","restaurant","",""
"Aslı Börek","39.8962397","32.7043433","node","112648479","fast_food","",""
"Şanlı Edessa Kebap","39.8962191","32.7043402","node","112648496","restaurant","",""
"Amarillo","39.8927543","32.8695777","node","122487904","restaurant","",""
"Simit Center","39.9038754","32.8611345","node","122537018","fast_food","",""
"Peperoncino","39.8935759","32.876994","node","122563664","restaurant","",""
"Dem","39.8840155","32.8541989","node","122563753","restaurant","",""
"Yelken Balık Evi","39.8840313","32.854399","node","122563761","restaurant","",""
"Tepebağ","39.8851471","32.857218","node","143822701","restaurant","",""
"Özlem Döner","39.8711047","32.8590035","node","148943638","restaurant","",""
"Kafe's","39.9091774","32.7896872","node","149002857","cafe","",""
"Riff","39.9092082","32.858754","node","247191351","pub","",""
"Bolulu Hasan Usta","39.9066378","32.8609512","node","247208555","cafe","patisserie",""
"Vitamin","39.906043","32.8606989","node","247208699","fast_food","",""
"Lezita","39.9058308","32.8606234","node","247208707","fast_food","",""
"Birlik","39.9051202","32.8604523","node","247208748","fast_food","juice",""
"Altınnal Meyhane","39.8911796","32.8560452","node","247208815","restaurant","",""
"Bursa İnegöl Köftecisi","39.8889222","32.8548522","node","247208856","restaurant","",""
"Beyaz Et","39.8847545","32.8530158","node","247617779","fast_food","",""
"Dedem Sandwich","39.8847633","32.8528833","node","247617782","fast_food","",""
"Fige","39.8853055","32.8570084","node","247618857","restaurant","",""
"Gelidonya Feneri","39.8845806","32.856267","node","247618858","restaurant","",""
"Halil İbo Tandir ve Etli Ekmek","39.9287943","32.8198037","node","283714260","restaurant","",""
"ODTÜ Bağ Evi","39.8302859","32.8272287","node","288157635","restaurant","",""
"Sushico | Chinese in Town","39.848683","32.8337323","node","288787025","restaurant","",""
"Dafne","39.8937627","32.8510889","node","293696500","restaurant","",""
"Domino's","39.8950955","32.8500418","node","305073907","fast_food","",""
"KavClub","40.0761154","33.0204851","node","305995305","restaurant","",""
"Kafeterya","39.8934801","32.7840236","node","308826436","restaurant","",""
"Limanlı Bahçe","39.9276879","32.8266997","node","309887997","restaurant","",""
"Coffee Lab","39.9061676","32.8607376","node","309888017","cafe","",""
"Yılmaz Konya Tandır","39.5733218","32.1220609","node","309903617","restaurant","",""
"Sofram Anteplim","39.5738129","32.1227829","node","309903618","restaurant","",""
"Mocaco","39.9312266","32.8260134","node","309903643","cafe","",""
"Aslı Börek","39.9309642","32.8260307","node","309903646","restaurant","",""
"Noma","39.9288091","32.8260974","node","309903648","restaurant","",""
"Burger King","39.9324318","32.8292508","node","309903658","fast_food","",""
"Geyik Kafe","39.9304441","32.8637707","node","309903668","restaurant","",""
"Tarihi Karacabey Hamamı","39.9337282","32.8661949","node","309903670","","","attraction"
"Domino's","39.8849336","32.7632613","node","310043489","fast_food","",""
"Burger King","39.8819104","32.756904","node","310048117","fast_food","",""
"Koç Aspava","39.9025717","32.8496325","node","310402858","restaurant","",""
"Cafemiz","39.8979214","32.8657829","node","310402861","cafe","",""
"Minna's Hot Spot Bistro","39.8976","32.8664221","node","310402862","restaurant","",""
"Çin Seddi Restaurant","39.8864256","32.8476566","node","310402868","restaurant","",""
"Nefiss Döner","39.8717621","32.8593778","node","310403031","fast_food","",""
"Balık Pişirme Evi","39.8722337","32.8595254","node","310403033","restaurant","",""
"Faros","39.8717048","32.6815668","node","311046519","restaurant","",""
"Cambo İskender & Kebap","39.8751919","32.8605146","node","312788027","restaurant","",""
"bi' çorba","39.8677719","32.8575002","node","312788040","restaurant","",""
"Meandros","39.8949979","32.8720815","node","321680862","restaurant","",""
"Gaga Manjero","39.8983974","32.8698606","node","321719294","restaurant","",""
"Güler Yufka & Kadayıf","39.8836611","32.8544109","node","329207278","","bakery",""
"McDonald's","39.89417","32.6794717","node","403041827","fast_food","",""
"North Shield","39.8938418","32.6798575","node","403041831","pub","",""
"Salata Mesa","39.893934","32.6797452","node","403041838","bar","",""
"Kavurmalı Pide ve Kebap Salonu","39.8531702","32.8489255","node","455033413","restaurant","",""
"Domino's","39.8937981","32.8036842","node","501600068","fast_food","",""
"Arjantin","39.8937757","32.8032637","node","501600080","restaurant","",""
"Sunshine","39.8898332","32.7906931","node","501705626","cafe","",""
"Çatı","39.8894217","32.7914685","node","501705632","restaurant","",""
"Bizim Kantin","39.8945711","32.7823488","node","501820006","fast_food","",""
"Tarihi Çiçek Lokantası","39.8985081","32.8172104","node","529107605","restaurant","",""
"Kamara Coffee & Community","39.9053521","32.853039","node","529107622","cafe","",""
"Little Caesars","39.8867188","32.8479937","node","592346564","fast_food","",""
"Fevzi Usta","39.8994592","32.8691847","node","599203831","restaurant","",""
"Devrez","39.9052562","32.8683922","node","600501148","restaurant","",""
"Tantunici","39.87554","32.861151","node","600505327","restaurant","",""
"Göksu Lokantası","39.9045932","32.8676821","node","601091218","restaurant","",""
"Uptown","39.8941238","32.786478","node","664127092","bar","",""
"Butikek","39.9568922","32.7032936","node","667398826","cafe","",""
"Gözlemeci","39.855062","32.73046","node","673611355","fast_food","",""
"Num Num","39.8476869","32.8317163","node","707062701","restaurant","",""
"Maydanoz Döner","39.8918156","32.7889712","node","715454932","fast_food","",""
"Kebap Evi","39.940432","32.789284","node","716754376","fast_food","",""
"Samir Cafe","39.776933","32.789124","node","717333999","restaurant","",""
"Balıkçı","39.892221","32.7885595","node","718505717","fast_food","",""
"Cook Shop","39.901251","32.6915232","node","736514477","restaurant","",""
"ÖDTÜ Kayıkhane Restoranı","39.822412","32.831017","node","771145616","restaurant","",""
"Köroğlu İşkembecisi","39.896921","32.8807502","node","813136269","restaurant","",""
"Köroğlu Aspava","39.8958582","32.8786313","node","813189533","restaurant","",""
"Meşhur Adıyaman Çiğ Köftecisi","39.896444","32.8792766","node","813193179","fast_food","",""
"Öz Emmioğlu Pide Kebap","39.8969786","32.8801143","node","813193188","restaurant","",""
"Evim Ev Yemekleri","39.8944893","32.8772279","node","816745455","restaurant","",""
"Köroğlu Simit Evi","39.8964098","32.8799333","node","818880585","","bakery",""
"Uludağ Kebapçısı","39.9344942","32.8572277","node","824237315","restaurant","",""
"Çiftlik Merkez Lokantası","39.9372027","32.7976644","node","824318375","restaurant","",""
"FundaClassy","39.8922291","32.8716369","node","824325202","","bakery",""
"Uludağ","39.8480774","32.8320327","node","824367601","restaurant","",""
"Tribeca","39.8482152","32.8323899","node","824367603","cafe","",""
"Branca","39.8481477","32.832222","node","824367608","restaurant","",""
"Starbucks","39.8482915","32.8325788","node","824367612","cafe","",""
"Midpoint","39.8484246","32.832969","node","824367614","restaurant","",""
"Gloria Jean's","39.8485969","32.8334941","node","824367624","cafe","",""
"EOS Restaurant & Bar","39.890804","32.8745599","node","828617472","restaurant","",""
"Ehlikeyf","39.9043507","32.8096281","node","851522422","restaurant","",""
"Liva","39.904864","32.809253","node","851528942","restaurant","",""
"Mado","39.9042786","32.8090867","node","851580247","cafe","",""
"YE-AN","39.9005065","32.817434","node","854423333","restaurant","",""
"Hipokrat Cafe","39.9332607","32.8651071","node","857520940","fast_food","",""
"Starbucks","39.9009315","32.6913224","node","860242934","cafe","",""
"Şipila","39.8696024","32.8679339","node","902362302","restaurant","",""
"Hoşbeş Cafe","39.867968","32.8654124","node","902413424","cafe","",""
"Little Caesars","39.8853367","32.8507075","node","945976377","fast_food","",""
"Ünlü Dalyan Balıkçısı","39.8966086","32.8803311","node","957022081","restaurant","",""
"Big Chefs","39.8724006","32.6883289","node","1034261674","restaurant","",""
"Uludağ Et lokantası","39.8732834","32.6886097","node","1034262229","restaurant","",""
"Zeynel","39.8762808","32.6802794","node","1034278460","cafe","",""
"Balkon","39.8773882","32.6790524","node","1034279946","cafe","",""
"Starbucks","39.8817842","32.6857143","node","1034291770","cafe","",""
"Taps","39.8715134","32.6822964","node","1034296032","pub","",""
"Tomato","39.8713646","32.6817737","node","1034311240","restaurant","",""
"Aspava","39.8758377","32.686776","node","1034312985","restaurant","",""
"Jön Lounge","39.8712658","32.6813124","node","1034314470","cafe","",""
"Behzat Et Lokantası","39.8738101","32.6828359","node","1034319929","restaurant","",""
"Çınaraltı Mangalbaşı","39.8735944","32.682735","node","1034319932","restaurant","",""
"Park Aspava","39.8733167","32.6823118","node","1034321218","restaurant","",""
"Leda","39.8737881","32.6850881","node","1034321659","cafe","",""
"Koyuncuoğlu Kebap","39.881953","32.6847027","node","1034323145","restaurant","",""
"Çimen Cafe & Bistro","39.8820765","32.6850031","node","1034324001","cafe","",""
"Tarabya Balık Çayyolu","39.8715649","32.6879264","node","1042507451","restaurant","",""
"Koza pastenesi","39.9621574","32.8877157","node","1198275382","cafe","",""
"Merkez kantin","39.935846","32.831207","node","1198297518","cafe","",""
"Figen Pastanesi","39.930825","32.886372","node","1199423303","","bakery",""
"Klas Pastanesi","39.930735","32.885696","node","1199424675","","bakery",""
"Starbucks","39.9179292","32.8546868","node","1199436660","cafe","",""
"McDonald's","39.9181473","32.8555182","node","1199442113","fast_food","",""
"Gavur Kalesi","39.5312965","32.5587426","node","1326594584","","","attraction"
"Can Yücel","39.881496","32.7999306","node","1361587670","","","artwork"
"Kırık Oklava","39.9304412","32.8729178","node","1361595889","restaurant","",""
"Sılam Ev Yemekleri","39.9289727","32.8779442","node","1361597513","restaurant","",""
"Bizim Köfteci","39.9317289","32.8760189","node","1361600709","restaurant","",""
"Düveroğlu","39.8851757","32.7632006","node","1432430838","restaurant","",""
"Hosta","39.9315288","32.8257832","node","1434102725","fast_food","",""
"Liva","39.9317646","32.8257726","node","1434102726","restaurant","",""
"Feza Gürsey Bilim Merkezi","39.9683754","32.8798792","node","1503934520","","","museum"
"FMD Cafe","39.9681719","32.8795654","node","1503946866","cafe","",""
"İtalyan","39.9668501","32.8785971","node","1503946878","restaurant","",""
"Maşa","39.8975711","32.8579987","node","1658126772","restaurant","",""
"Funda Cafe","39.8559792","32.6458714","node","1661734118","cafe","",""
"Cafe Botanica","39.9046431","32.8622922","node","1706179745","cafe","",""
"Sardunya","39.9066245","32.8621259","node","1706181788","cafe","",""
"Kebap 49","39.9073982","32.8600659","node","1706183095","restaurant","",""
"Pizzacı Altan","39.9092251","32.8612563","node","1706185652","restaurant","",""
"Kıtır","39.9026321","32.860085","node","1706279072","pub","",""
"Ferik Piliç","39.9125823","32.7600098","node","1747932291","fast_food","",""
"Yeni Barış Pide","39.9128621","32.7599776","node","1747932298","restaurant","",""
"Starbucks","39.9220075","32.8260541","node","1863696179","cafe","",""
"Meşhur İnegöl Köfte","39.9654898","32.8115566","node","1863719068","restaurant","",""
"İkbal's Kafe","39.5840509","32.1406054","node","1864487065","cafe","",""
"Çig Börek & Manti Evi","39.5739329","32.1231014","node","1864500083","restaurant","",""
"Yamaç Lokanta","39.557942","32.0842119","node","1864505196","restaurant","",""
"Sakarya Şehitleri Ve Zafer Anıtı Müzesi","39.5878406","32.1312848","node","1864630237","","","museum"
"Midas Kafe","39.5842985","32.1420828","node","1864884015","cafe","",""
"Sakarya Cafe","39.5803482","32.1426702","node","1864889476","cafe","",""
"İstasyon Cafe","39.5848938","32.1412084","node","1864891266","cafe","",""
"Cesa Cigkofte","39.5845217","32.1428043","node","1864895878","cafe","",""
"Liva Pastanesi","39.8965192","32.8602013","node","1870216307","","pastry",""
"Burger King","39.9190038","32.8275453","node","1901399267","fast_food","",""
"Hosta","39.9234113","32.8256844","node","1901405256","fast_food","",""
"Marco Pasha","39.9230163","32.8257488","node","1901406667","cafe","",""
"Antep Sis","39.929607","32.8261859","node","1904701611","restaurant","",""
"Tarihi İnegöl Köftecisi Nevzat Usta","39.9232499","32.8254409","node","1935956538","restaurant","",""
"76. Yurt Kantini","39.8645743","32.7478292","node","2052155903","cafe","",""
"75. Yurt Kantini","39.8640987","32.7479123","node","2052155945","cafe","",""
"Sofa Cafe & Restaurant","39.8642605","32.749174","node","2052318625","cafe","",""
"Cafe In","39.8699384","32.7505929","node","2052347516","cafe","",""
"Asmalı Konak","39.8724313","32.7507457","node","2052347555","cafe","",""
"Mozart Cafe","39.8720821","32.7510684","node","2052347592","cafe","",""
"Coffee Break","39.8704448","32.7496624","node","2052349799","cafe","",""
"Speed","39.8662762","32.7483229","node","2052351693","restaurant","",""
"Kıraç","39.8658972","32.7482379","node","2052351700","restaurant","",""
"Mozart Cafe","39.8688679","32.7481628","node","2052351702","cafe","",""
"Coffee Break","39.8681957","32.7491127","node","2052458496","cafe","",""
"Cafe Alis","39.8670611","32.749868","node","2052574511","cafe","",""
"Fiero Cafe","39.8680811","32.7496064","node","2052574518","cafe","",""
"Express Cafe","39.8684651","32.7502193","node","2052574522","cafe","",""
"Coffee Break","39.8694327","32.749943","node","2052574547","cafe","",""
"Starbucks","39.8674337","32.7502166","node","2052574551","cafe","",""
"Express Cafe","39.8661914","32.7492584","node","2060544260","cafe","",""
"Sözeri Pide & Kebap","39.8655079","32.7441942","node","2060843013","restaurant","",""
"Domino's","39.975914","32.61495","node","2151900701","fast_food","",""
"Üst Kat","39.9026416","32.8601545","node","2188485645","pub","",""
"5 Çayı Unlu Mamüller","39.8951919","32.8546233","node","2188608447","cafe","",""
"Bilge Şahin Pasta Dükkanı","39.9075457","32.8589799","node","2209984006","cafe","",""
"Starbucks","39.8833103","32.7613394","node","2228326731","cafe","",""
"Salus Restaurant","39.882343","32.7630721","node","2228327843","restaurant","",""
"Sokak Ev Yemekleri","39.8815069","32.7599162","node","2228430313","restaurant","",""
"Waffle Corner","39.8964606","32.8649139","node","2260237531","","pastry",""
"Profesör","39.906973","32.8601449","node","2266973954","pub","",""
"Melek Cafem","39.8962406","32.7048241","node","2271529297","cafe","",""
"Edessa Kebap","39.9247352","32.8226283","node","2273349697","restaurant","",""
"Zigana","39.8721584","32.6881894","node","2285613526","restaurant","",""
"McDonald's","39.8970461","32.8167971","node","2286407813","fast_food","",""
"Öz 52 Ciğer","39.9116932","32.8202121","node","2286418249","restaurant","",""
"Bursa Hacıbey Kebapçısı","39.9118413","32.821057","node","2286418250","restaurant","",""
"Mustafa Ayaz Müzesi ve Kültür Merkezi","39.9115197","32.8213115","node","2286418251","","","museum"
"Kesman Ciğer","39.9117796","32.8204535","node","2286418253","restaurant","",""
"Tavacı Recep Usta Ümitköy Şubesi","39.8719519","32.6890368","node","2303781704","restaurant","",""
"Zeren'le Sanat Galerisi","39.8718902","32.6868179","node","2312531294","","","artwork"
"Çadır Kebap","39.8708815","32.6880017","node","2316834428","restaurant","",""
"Narquilla","39.8702702","32.6819069","node","2317659961","cafe","",""
"Zahire","39.8750994","32.6870888","node","2317659962","","bakery",""
"Girit Balıkçısı","39.8738788","32.6840954","node","2317659963","restaurant","",""
"Karamel Pastanesi","39.937727","32.8982422","node","2345225678","cafe","",""
"Güzel İspir Ekmek Fırını","39.9944161","32.5580763","node","2349255054","","bakery",""
"Çadır Restoront","40.2270079","33.0358631","node","2353085996","restaurant","",""
"Maviş Pastanesi","39.9337501","32.9089778","node","2361869438","cafe","",""
"Liva","39.8932483","32.7023077","node","2387214815","cafe","",""
"Fatih Fırını","39.9800627","32.8364541","node","2387691392","","bakery",""
"Keyfimce","39.9308401","32.8177905","node","2395646377","cafe","",""
"Etlik Fırını","39.9788987","32.8356106","node","2397614816","","bakery",""
"HD İskender","39.9178512","32.8555777","node","2404028881","restaurant","",""
"ABA Piknik","39.9178134","32.8552411","node","2404028882","restaurant","",""
"Burger King","39.9171954","32.8552909","node","2404028883","fast_food","",""
"Palmiye Kebap&Pide","39.9796625","32.8327443","node","2405467281","restaurant","",""
"Fahri Bey","39.7972488","32.5342175","node","2513873082","restaurant","",""
"Başkent Mola Park Dinlenme Tesisi","39.0758859","33.4136313","node","2523070557","restaurant","",""
"Coffee Break","39.8703311","32.7501427","node","2523587924","cafe","",""
"2. Yurt Kantini","39.8902222","32.7897722","node","2590946334","fast_food","",""
"Özçelik Aspava","39.9065462","32.8665375","node","2611600068","restaurant","",""
"Yıldırım Aspava","39.9066275","32.8664637","node","2611601210","restaurant","",""
"Cumhuriyet Lezzet Lokantası","39.9813023","32.6890024","node","2629785083","restaurant","",""
"Ninova Çiğköfte Etlik","39.9797697","32.8356218","node","2635415102","fast_food","",""
"CAFE BOSTAN","39.9474342","32.7589669","node","2649881258","cafe","",""
"Central","39.8995455","32.7733392","node","2676914420","bar","",""
"Starbucks","39.8976391","32.7742079","node","2676914801","cafe","",""
"Piyata","39.8924341","32.7882762","node","2677063020","fast_food","",""
"Meşhur Aspava","39.8926956","32.7884815","node","2677063716","restaurant","",""
"Susam","39.8924891","32.7881532","node","2677063829","cafe","",""
"Pizzacı Altan","39.892291","32.787889","node","2677065730","fast_food","",""
"Gençlik Anıtı","39.8928155","32.7850758","node","2677074831","","","artwork"
"Marmara Tabldot Restoran","39.8706019","32.7506085","node","2722534618","restaurant","",""
"Hitit Güneş Kursu Anıtı","39.9267277","32.8552139","node","2726234695","","","artwork"
"Erkek Heykel Grubu","39.9271779","32.8348286","node","2726249559","","","artwork"
"Kadın Heykel Grubu","39.9270931","32.8346838","node","2726249560","","","artwork"
"Köprü Kafe","39.9280921","32.8745353","node","2756623736","cafe","",""
"Dayi Kurek Lahmacun","39.9755938","32.6170917","node","2769929018","fast_food","",""
"Butikek","39.9753184","32.6174619","node","2769932427","restaurant","",""
"Emir Hatay Dürümcüsü","39.9298243","32.87272","node","2838073322","restaurant","",""
"Batı Park Balo, Nikah Salonu","39.94568","32.7284807","node","2912888761","restaurant","",""
"Genç Limos Cafe","39.9668568","32.7144399","node","2912893722","cafe","",""
"Sobe Döner","39.890011","32.8282564","node","2952534836","restaurant","",""
"Haritacılık Müzesi","39.931782","32.8821019","node","2956218306","","","museum"
"Cafe Sobe","39.9182459","32.8561599","node","2991234633","restaurant","",""
"Ebrar Kafe","39.5880199","32.1269839","node","3061493626","cafe","",""
"Jolly Joker Ankara","39.9146372","32.8582648","node","3093603025","bar","",""
"3E Restoran","39.92213","32.8571457","node","3093605200","restaurant","",""
"Pass","40.6898747","32.7345497","node","3129692023","","","viewpoint"
"Kukla Kebap","39.9098205","32.8160602","node","3133256598","restaurant","",""
"Firenze","39.8470801","32.8313844","node","3134739855","restaurant","",""
"Aslı Börek","39.9012561","32.8534632","node","3152110042","cafe","",""
"Liva Pastanesi","39.9044629","32.8529307","node","3152110043","","pastry",""
"Park Ehlikeyf","39.8701801","32.6822155","node","3327739704","cafe","",""
"Mado","39.9704682","32.7144408","node","3511977987","cafe","",""
"Starbucks","39.9702242","32.7155224","node","3511980277","cafe","",""
"Tat pastanesi","39.9672571","32.7153311","node","3531007155","","confectionery",""
"Big Oven","39.9868795","32.8027203","node","3642136392","cafe","",""
"Noise","39.9245236","32.824644","node","3681895506","bar","",""
"The Bigos","39.9250405","32.825154","node","3681907025","pub","",""
"Sınıf Cafe Restorant","39.7838129","32.8065159","node","3714590821","restaurant","",""
"Nacaroğlu","39.8754709","32.6870291","node","3780029124","","bakery",""
"Büyük İskele Balık","39.9659448","32.6469961","node","3831465965","restaurant","",""
"Ocakbaşı","39.9358973","32.8717832","node","3833842244","restaurant","",""
"Beşeri Kantini","39.8961655","32.7817508","node","3836440363","fast_food","",""
"Matematik Kantini","39.8956551","32.7823758","node","3836440364","fast_food","",""
"Çamaltı pastane","39.9956636","32.8106792","node","3884082940","cafe","",""
"Gevrek","39.9742138","32.8300476","node","3884974114","","pastry",""
"AS9 Pide Kebap Salonu","39.9741849","32.8300826","node","3884979729","restaurant","",""
"Gönül Kahvesi","39.9725411","32.8250696","node","3885011037","cafe","",""
"Kıtır Kafe","39.9725682","32.8255261","node","3885025377","cafe","",""
"Halk Ekmek","39.9918584","32.8305431","node","3885032991","","bakery",""
"Halk Ekmek","39.9935926","32.8194348","node","3885035259","","bakery",""
"Mis Başak","39.9882382","32.8202865","node","3885040053","restaurant","",""
"Ton ton","39.9931615","32.8301568","node","3885081685","restaurant","",""
"Dolunay pastane","39.9949913","32.82123","node","3885103338","cafe","",""
"Köy Sofrası","39.9948625","32.8111674","node","3885104151","restaurant","",""
"Dondurma dunyasi","39.9929925","32.8085379","node","3885132538","cafe","",""
"Seval","39.9896817","32.8005358","node","3885154945","cafe","",""
"Afiyet fırın","39.9921026","32.8000151","node","3885155290","","bakery",""
"Aspava","39.9923436","32.8009426","node","3885155610","restaurant","",""
"Kes Döner","39.9916238","32.8000517","node","3885158627","restaurant","",""
"Şampion Döner","39.991251","32.7997915","node","3885165884","cafe","",""
"Mevlana","39.9697719","32.8088439","node","3885182129","restaurant","",""
"kokoreç","39.9698882","32.8088953","node","3885182697","restaurant","",""
"Kuğulu Park Restaurant & Cafe","39.9019935","32.8596967","node","3885269806","cafe","",""
"Döner","39.9948876","32.8105393","node","3889652592","restaurant","",""
"Harika Soslu Döner","39.9928713","32.80542","node","3889656249","restaurant","",""
"Çiğ köfte","39.992508","32.8012351","node","3889659141","restaurant","",""
"Çiğ köfte","39.9959744","32.8109998","node","3889661437","restaurant","",""
"Çiğ Köfte","39.9914992","32.8288249","node","3889663363","restaurant","",""
"Çiğ köfte","39.9920519","32.8288226","node","3889663597","restaurant","",""
"Rima","39.9911484","32.8002184","node","3889667233","cafe","",""
"My Döner","39.9916046","32.7998071","node","3889668325","restaurant","",""
"Çin Lokanta","39.9666546","32.8820233","node","3889736384","restaurant","",""
"Halk Ekmek","39.9726323","32.8162195","node","3889742303","","bakery",""
"pastane","39.9306624","32.8338152","node","3889776521","cafe","",""
"Palais","39.9262002","32.818306","node","3889779713","cafe","",""
"Lizbon Cafe","39.9338919","32.8229252","node","3889784002","cafe","",""
"Adım Lezzet","39.9940747","32.8108972","node","3890723990","restaurant","",""
"Kokoreç","39.9946929","32.8106389","node","3890724793","restaurant","",""
"Ada pastane","39.9835199","32.8159894","node","3890749366","cafe","",""
"Pide V Kebap Salonu","39.9587006","32.8343514","node","3890774116","restaurant","",""
"Oscar","39.9800749","32.8455766","node","3890778331","restaurant","",""
"Oscar","39.9726128","32.8422925","node","3890787645","restaurant","",""
"Oscar","39.9722639","32.839965","node","3890789570","restaurant","",""
"Mado","39.9723461","32.8402251","node","3890789938","cafe","",""
"Kahveci Hacıbaba","39.9724786","32.8425566","node","3890792802","restaurant","",""
"Halk Ekmek","39.9156591","32.8277466","node","3892316548","cafe","",""
"Ankara Halk Ekmek","39.9156747","32.8277893","node","3892320082","","bakery",""
"Pizza Time","39.9873292","32.8026948","node","3892391380","restaurant","",""
"Tadım Et Dönercisi","39.9921766","32.8320183","node","3892445971","restaurant","",""
"Durusu Simit Cafe","39.9730448","32.8284496","node","3892453950","restaurant","",""
"Figen Pastanesi","39.929957","32.873799","node","3894551557","","bakery",""
"Kebap 9","39.9299902","32.8739207","node","3894551558","restaurant","",""
"Balık Pişirme Evi","39.9945118","32.8261357","node","3895341974","restaurant","",""
"Çiğ Kofte","39.9949907","32.8216118","node","3895350419","fast_food","",""
"Burma Kadayıf","39.9950195","32.8103364","node","3895585205","cafe","",""
"Halk Ekmek","39.9956558","32.8109886","node","3895588185","","bakery",""
"Senfoni","39.9963716","32.8138599","node","3895617881","cafe","",""
"Ünlü mamuller","39.9934917","32.8119102","node","3895644158","","bakery",""
"Çiğ köfte","39.993546","32.8118964","node","3895644505","fast_food","",""
"Çiğ köfte","39.9929311","32.8271921","node","3895909885","fast_food","",""
"Halk Ekmek","39.982738","32.8197259","node","3895917484","","bakery",""
"Starbucks","39.8707727","32.6874632","node","3915903829","cafe","",""
"Kraz Cafe","39.8716939","32.6883958","node","3915906864","cafe","",""
"Klas Pastanesi","39.8996671","32.8758285","node","3921715771","cafe","",""
"Domino's","39.9850916","32.6911078","node","3927374002","fast_food","",""
"Pidemax","39.8306102","32.6615989","node","3958207441","restaurant","",""
"Limos's Cafe","39.784191","32.8135506","node","3959648102","cafe","",""
"Bulka","39.8967169","32.7047711","node","3976316819","cafe","",""
"Burger King","39.8817018","32.6855532","node","3976316820","fast_food","",""
"Pizza Today","39.8818312","32.6858392","node","3976316821","fast_food","",""
"Big Chefs","39.8827344","32.6863599","node","3976316822","restaurant","",""
"Kocatepe Kahve Evi","39.9294518","32.871834","node","3991996308","cafe","",""
"Sakarya Meydan Muharebesi Kabartması","39.9251294","32.8377389","node","4002557282","","","artwork"
"Pizza Time","39.9700645","32.7210692","node","4018753165","fast_food","",""
"Lidya Cafe","39.9749035","32.8049868","node","4046796061","cafe","",""
"Domino's","39.9861259","32.8045067","node","4049106276","fast_food","",""
"Döner","39.9924647","32.800386","node","4049116933","restaurant","",""
"pastane","39.992606","32.7999563","node","4049117414","cafe","",""
"Çiğ köfte","39.9914287","32.8029104","node","4049141839","cafe","",""
"Gözleme evi","39.9918748","32.8051229","node","4049150209","","bakery",""
"Adıyaman çiğ köfte","39.9897507","32.8004967","node","4049162392","cafe","",""
"Zodiac","39.911452","32.8566809","node","4063764364","pub","",""
"James Cook","39.9113594","32.8567994","node","4063765427","pub","",""
"Bolulu Hasan Usta","39.8706148","32.8601758","node","4065224187","cafe","",""
